review,rating,date,bank,source,clean_review,textblob_polarity,textblob_subjectivity,textblob_sentiment,distilbert_score,distilbert_sentiment
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play,always cbe leading commercial bank,0.0,0.0,neutral,0.9991651773452759,positive
i like it,5,2025-04-18,CBE,Google Play,like,0.0,0.0,neutral,0.9910564422607422,positive
why removing screenshot feature why?,1,2025-04-18,CBE,Google Play,removing screenshot feature,0.0,0.0,neutral,0.9964273571968079,negative
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play,nice apps network good connection,0.6499999999999999,0.8,positive,0.9998291730880737,positive
Thank you!!!,5,2025-04-18,CBE,Google Play,thank,0.0,0.0,neutral,0.9998283386230469,positive
i can't take screenshot,1,2025-04-18,CBE,Google Play,cant take screenshot,0.0,0.0,neutral,0.7987502813339233,positive
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play,every update made system better better march 19th 2025 update allowing screenshot guy didnt understand much really quick significant thing add extra step make process draw back,0.2847222222222222,0.41250000000000003,positive,0.9966979026794434,negative
perfectly special,5,2025-04-18,CBE,Google Play,perfectly special,0.35714285714285715,0.5714285714285714,positive,0.999879002571106,positive
Fast and Reliable,5,2025-04-18,CBE,Google Play,fast reliable,0.2,0.6,positive,0.9998382329940796,positive
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play,best application ever seen ethiopia banking industry,1.0,0.3,positive,0.9993252754211426,positive
great app!!!,5,2025-04-17,CBE,Google Play,great app,0.8,0.75,positive,0.999821126461029,positive
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play,sometimes doesnt working load much,0.2,0.2,positive,0.9946292042732239,negative
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play,absolutely best app work flawlessly anytime anywhere,1.0,0.65,positive,0.9998094439506531,positive
very nice app ever!!!,5,2025-04-16,CBE,Google Play,nice app ever,0.6,1.0,positive,0.9998384714126587,positive
the best app,5,2025-04-16,CBE,Google Play,best app,1.0,0.3,positive,0.999686598777771,positive
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,biometric security mobile banking available,0.4,0.4,positive,0.9248896837234497,positive
great,5,2025-04-15,CBE,Google Play,great,0.8,0.75,positive,0.9998630285263062,positive
Nice service,5,2025-04-15,CBE,Google Play,nice service,0.6,1.0,positive,0.9998397827148438,positive
great app,5,2025-04-15,CBE,Google Play,great app,0.8,0.75,positive,0.999821126461029,positive
it's special apps,5,2025-04-15,CBE,Google Play,special apps,0.35714285714285715,0.5714285714285714,positive,0.997664213180542,positive
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,updated version app take time download receipt,0.0,0.0,neutral,0.5578057765960693,positive
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,ለምንድነው ትራንዛክሽን ትንሽ የሚያሳየው,0.0,0.0,neutral,0.8616330027580261,negative
Good 🔥,5,2025-04-14,CBE,Google Play,good,0.7,0.6000000000000001,positive,0.9998161196708679,positive
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,interesting app using every day fantastic,0.45,0.7,positive,0.9998313188552856,positive
lebaa bank,5,2025-04-14,CBE,Google Play,lebaa bank,0.0,0.0,neutral,0.9437296390533447,negative
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play,cant scanrecognize bank interoperable code,0.0,0.0,neutral,0.9927933216094971,negative
OK,5,2025-04-13,CBE,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
grateful app,5,2025-04-13,CBE,Google Play,grateful app,0.0,0.0,neutral,0.9998038411140442,positive
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,100,0.0,0.0,neutral,0.9976649284362793,positive
everthing wellbeok,3,2025-04-13,CBE,Google Play,everthing wellbeok,0.0,0.0,neutral,0.7055779695510864,negative
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play,mobile banking app fast userfriendly issue encountered cant access bank statement within app kindly request feature added similar offered private bank mobile banking apps,0.2,0.56875,positive,0.9707804322242737,negative
nice app 👌,5,2025-04-12,CBE,Google Play,nice app,0.6,1.0,positive,0.9998061060905457,positive
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,app screenshot,0.0,0.0,neutral,0.9535915851593018,positive
it so good app,5,2025-04-12,CBE,Google Play,good app,0.7,0.6000000000000001,positive,0.9998493194580078,positive
جميل,5,2025-04-11,CBE,Google Play,جميل,0.0,0.0,neutral,0.9271727204322815,positive
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,less network specially make fee utility purpose,0.09523809523809525,0.319047619047619,positive,0.9902448654174805,negative
simply for used,4,2025-04-11,CBE,Google Play,simply used,0.0,0.35714285714285715,neutral,0.9404972195625305,positive
wow keep up,5,2025-04-10,CBE,Google Play,wow keep,0.1,1.0,positive,0.9997326731681824,positive
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,great app updating cant take screen shot please try fix,0.8,0.75,positive,0.9957817792892456,positive
good one,5,2025-04-10,CBE,Google Play,good one,0.7,0.6000000000000001,positive,0.9998288154602051,positive
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,everything easy thank cebe,0.43333333333333335,0.8333333333333334,positive,0.9998242259025574,positive
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,ፈጣን ቀልጣፋ,0.0,0.0,neutral,0.7850590348243713,negative
ጎበዝ,5,2025-04-09,CBE,Google Play,ጎበዝ,0.0,0.0,neutral,0.6970565915107727,negative
but this app says can't sync,5,2025-04-09,CBE,Google Play,app say cant sync,0.0,0.0,neutral,0.8725650906562805,negative
waw,5,2025-04-09,CBE,Google Play,waw,0.0,0.0,neutral,0.7346178889274597,negative
to slow,3,2025-04-09,CBE,Google Play,slow,-0.30000000000000004,0.39999999999999997,negative,0.9997313618659973,negative
work on screen shot system,4,2025-04-08,CBE,Google Play,work screen shot system,0.0,0.0,neutral,0.6322099566459656,negative
very very nice aplication,1,2025-04-08,CBE,Google Play,nice aplication,0.6,1.0,positive,0.9995850920677185,positive
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,wonder full easy use,0.39166666666666666,0.6916666666666667,positive,0.9983953833580017,positive
easy and reliable,2,2025-04-08,CBE,Google Play,easy reliable,0.43333333333333335,0.8333333333333334,positive,0.9998021721839905,positive
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,useful app,0.3,0.0,positive,0.9991915822029114,positive
perfect app,5,2025-04-07,CBE,Google Play,perfect app,1.0,1.0,positive,0.9998340606689453,positive
I like it.,5,2025-04-07,CBE,Google Play,like,0.0,0.0,neutral,0.9910564422607422,positive
bugs,3,2025-04-07,CBE,Google Play,bug,0.0,0.0,neutral,0.9996434450149536,negative
commerial Bank,5,2025-04-06,CBE,Google Play,commerial bank,0.0,0.0,neutral,0.6810258030891418,negative
Genat biru,2,2025-04-06,CBE,Google Play,genat biru,0.0,0.0,neutral,0.966159999370575,negative
🙏,5,2025-04-06,CBE,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,good doesnt allow screen shot,0.7,0.6000000000000001,positive,0.9794219732284546,positive
the best one,5,2025-04-06,CBE,Google Play,best one,1.0,0.3,positive,0.999826967716217,positive
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,need copy many thing bank apps like amoledashen,0.5,0.5,positive,0.9964074492454529,negative
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,bring back screenshot feature,0.0,0.0,neutral,0.9967185854911804,positive
Good!👍,3,2025-04-05,CBE,Google Play,good,0.7,0.6000000000000001,positive,0.9998161196708679,positive
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,best app experience smooth transaction among customer,0.7,0.4,positive,0.9990830421447754,positive
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,nice app suitable use weak side need data connection hoping fixed offline gave rate,0.21874999999999997,0.64375,positive,0.8400974273681641,negative
easy to use,5,2025-04-05,CBE,Google Play,easy use,0.43333333333333335,0.8333333333333334,positive,0.9884273409843445,positive
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,good job cbe team mobile app designed way thats simple intuitive navigate great everyone effectively handle essential banking task need perform regularly practical reliable tool make everyday banking much convenient thank useful application,0.26666666666666666,0.4093406593406594,positive,0.997626006603241,positive
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,በጣም ምርጥ screenshot ማረግ ቢቻል ምርጥ ነበር,0.0,0.0,neutral,0.8428707718849182,negative
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,smooth good time new update 2025 make screenshot recite even downlod button delayed putting recite gallery simple proof please fix unable show proof payment client thankyou,0.14727272727272728,0.4823376623376624,positive,0.9806323647499084,positive
cool ❤,4,2025-04-04,CBE,Google Play,cool,0.35,0.65,positive,0.9998509883880615,positive
Best app,5,2025-04-04,CBE,Google Play,best app,1.0,0.3,positive,0.999686598777771,positive
best banking App,4,2025-04-03,CBE,Google Play,best banking app,1.0,0.3,positive,0.999736487865448,positive
satisfied,5,2025-04-03,CBE,Google Play,satisfied,0.5,1.0,positive,0.9997212290763855,positive
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,app necessary app many people found,0.25,0.75,positive,0.9250544905662537,positive
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,cbe active bank using cbe app satisfaction,-0.13333333333333333,0.6,negative,0.8013827204704285,negative
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,made life alot easier cant even imagine make transaction person app crucial good app well done,0.35,0.8,positive,0.9950655102729797,positive
perfect,5,2025-04-03,CBE,Google Play,perfect,1.0,1.0,positive,0.9998517036437988,positive
thankyou,5,2025-04-02,CBE,Google Play,thankyou,0.0,0.0,neutral,0.9998428821563721,positive
I Like it,5,2025-04-02,CBE,Google Play,like,0.0,0.0,neutral,0.9910564422607422,positive
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,dont understand reason need disable developer option access app security risk hinder apps functionality go dev hope life filled inconvenience,0.4,0.9,positive,0.999150276184082,negative
smart app,5,2025-04-02,CBE,Google Play,smart app,0.21428571428571427,0.6428571428571429,positive,0.999789297580719,positive
isin ga'a,2,2025-04-02,CBE,Google Play,isin gaa,0.0,0.0,neutral,0.8258547186851501,negative
it's great,5,2025-04-02,CBE,Google Play,great,0.8,0.75,positive,0.9998630285263062,positive
very good app and stars faction with work,5,2025-04-02,CBE,Google Play,good app star faction work,0.7,0.6000000000000001,positive,0.9997707009315491,positive
